date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
11/4/2020,ARKW,"ATLASSIAN CORP PLC-CLASS A",TEAM,G06242104,155286.00,29321102.52,0.97
11/4/2020,ARKW,"ADOBE INC",ADBE,00724F101,57498.00,28014750.54,0.93
11/4/2020,ARKW,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,55036.00,26620913.20,0.88
11/4/2020,ARKW,"LENDINGCLUB CORP",LC,52603A208,4690082.00,25045037.88,0.83
11/4/2020,ARKW,"KE HOLDINGS INC",BEKE,482497104,206759.00,15573087.88,0.51
11/4/2020,ARKW,"CLOUDFLARE INC - CLASS A",NET,18915M107,276318.00,15506966.16,0.51
11/4/2020,ARKW,"SHOPIFY INC - CLASS A",SHOP,82509L107,11803.00,11755788.00,0.39
11/4/2020,ARKW,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,6728324.49,6728324.49,0.22
11/4/2020,ARKW,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,24700.00,264784.00,0.01
,,,,,,,
,,,,,,,
"The principal risks of investing in ARK ETFs include equity, market, management and non-diversification risks, as well as fluctuations in market value and net asset value ('NAV'). Investors should carefully consider the investment objectives and risks as well as charges and expenses of an ETF before investing. This and other information are contained in each ETF's prospectus, which may be obtained by contacting the ETF's transfer agent The Bank of New York Mellon or by clicking here. Please read the prospectus carefully before you invest. The market price of ETF shares may differ significantly from their NAV during periods of market volatility. ETF shares may only be redeemed directly with the ETF at NAV by Authorized Participants, in very large creation units. Holdings are subject to change without notice and are not a recommendation to buy or sell any security. There can be no guarantee that an active trading market for ETF shares will develop or be maintained, or that their listing will continue or remain unchanged. Buying or selling ETF shares on an exchange may require the payment of brokerage commissions and frequent trading may incur brokerage costs that detract significantly from investment returns. Copyright 2020, ARK Investment Management LLC. All content is original and has been researched and produced by ARK Investment Management LLC unless otherwise stated. No part of this content may be reproduced in any form, or referred to in any other publication, without the express written permission of ARK Investment Management LLC. All statements made regarding companies, securities or other financial information on this site or any sites or articles relating to ARK Investment Management LLC are strictly beliefs and points of view held by ARK Investment Management and are subject to change without notice. Information contained herein has been obtained from sources believed to be reliable, but not guaranteed. This material has been distributed for informational purposes only and should not be considered as investment advice or a recommendation of any particular security, strategy or investment product.",,,,,,
